Title,Address,Type,Area,Price
" Cặp đất nền diện tích khủng đường Ngũ Hành Sơn, 2860m2","Phường Mỹ An,  Ngũ Hành Sơn",Bán đất,2860,144000.0
 Cần bán căn hộ chung cư Azura 2 phòng ngủ diện tích 109m2 giá cực tốt,"Phường  An Hải Bắc,  Sơn Trà",Bán căn hộ chung cư,109,4800.0
" Cặp đất nền diện tích khủng đường Ngũ Hành Sơn, 2860m2","Phường Mỹ An,  Ngũ Hành Sơn",Bán đất,2860,144000.0
 Chủ định cư nước ngoài cần bán gấp căn hộ Hiyori chất lượng Nhật Bản - Liên hệ Ms. Nhi 0796265522,"Phường An Hải Đông,  Sơn Trà",Bán căn hộ chung cư,65,3400.0
" Còn vài căn Hiyori giá tốt, full nội thất, đã có sổ hồng (căn thường, góc đều có hàng)","Phường An Hải Đông,  Sơn Trà",Bán căn hộ chung cư,63.3,3300.0
 Yếu tố quan trọng nhất để làm nên một bức ảnh đẹp đó là phải có một cái nền đắt giá,"Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất,99,3600.0
" Chính chủ bán lô Đường 10,5m, DT 108m2, B2-119. Giá 3,5 tỷ-ngay Trường Đại Học FPT Đà Nẵng", Quận Ngũ Hành Sơn,Bán đất nền dự án,108,3500.0
" Bán lô đất đường Nguyễn Quyền, gần cạnh bến xe Đà Nẵng","Phường Hòa An,  Cẩm Lệ",Bán đất,90,3250.0
 Góc 2 MT An Thượng 29 Giá Rẻ Nhất Thị Trường,"Phường Mỹ An,  Ngũ Hành Sơn",Bán đất,90.5,9000.0
 Chính Chủ Bán gấp Lô đất Mặt Tiền Mỹ An 2 ngay Cầu Trần Thị Lý và Sông Hàn (5x18m),"Phường Mỹ An,  Ngũ Hành Sơn",Bán đất,90,5650.0
" Cần bán nhà mới 3 tầng đường Hoà Nam 5, gần ngay bến xe trung tâm Đà Nẵng","Phường Hòa An,  Cẩm Lệ",Bán nhà mặt phố,100,5000.0
" Bán nhà 4 tầng đường 7,5m Hòa Mỹ 8, Hòa Minh, Liên Chiểu, Đà Nẵng","Phường Hòa Minh,  Liên Chiểu",Bán nhà mặt phố,60,4650.0
" Bán đất Trần Minh Tông - Gần bãi Tắm Biển - Giá hữu nghị rẻ nhất thị trường 5,2 tỷ","Phường Hòa Minh,  Liên Chiểu",Bán đất,105,5200.0
" Cần bán nhà kiểu biệt thự đường Nguyễn Công Hoan, Hòa An, Đà Nẵng, gần ngay bến xe","Phường Hòa An,  Cẩm Lệ",Bán nhà mặt phố,245,10000.0
" Bán nhà 3 tầng đường Hoàng Tích Trí, Hải Châu, Đà Nẵng, nhà mới keng","Phường Thuận Phước,  Hải Châu",Bán nhà mặt phố,56,5400.0
" Bán đất đường Phước Tường 8, Phường Hoà Phát, Cẩm Lệ, Đà Nẵng","Phường Hòa Phát,  Cẩm Lệ",Bán đất,75,2500.0
" Bán 2 lô liền kề đường Trần Đức Thông - Sơn Trà - Đà Nẵng, cách biển 200m","Phường Phước Mỹ,  Sơn Trà",Bán đất,160,13000.0
" Bán lô đất đường 10,5m Hoàng Tăng Bí, ngay bến xe Đà Nẵng","Phường Hòa An,  Cẩm Lệ",Bán đất,110,4250.0
" Bán lô đất đường 10,5m Hoàng Tăng Bí, gần ngay bến xe Đà Nẵng","Phường Hòa An,  Cẩm Lệ",Bán đất,110,4250.0
" Bán lô đất kiệt ô tô 4m đường Tôn Đản, Đà Nẵng, cách Tôn Đản 20m","Phường Hòa Thọ Tây,  Cẩm Lệ",Bán đất,92,2250.0
" Bán đất đường Trần Minh Tông, Hòa Minh, Liên Chiểu, Đà Nẵng, 5,2 tỷ","Phường Hòa Minh,  Liên Chiểu",Bán đất,105,5200.0
" Bán nhà 3 tầng đường Hoàng Tích Trí, Hải Châu, Đà Nẵng, nhà mới keng","Phường Thuận Phước,  Hải Châu",Bán nhà mặt phố,56,5400.0
" Bán đất đường Phước Tường 8, Phường Hoà Phát, Cẩm Lệ, Đà Nẵng","Phường Hòa Phát,  Cẩm Lệ",Bán đất,75,2500.0
" Bán 2 lô liền kề đường Trần Đức Thông - Sơn Trà - Đà Nẵng, cách biển 200m","Phường Phước Mỹ,  Sơn Trà",Bán đất,160,13000.0
" Bán lô đất đường 10,5m Hoàng Tăng Bí, ngay bến xe Đà Nẵng","Phường Hòa An,  Cẩm Lệ",Bán đất,110,4250.0
" Bán lô đất đường 10,5m Hoàng Tăng Bí, gần ngay bến xe Đà Nẵng","Phường Hòa An,  Cẩm Lệ",Bán đất,110,4250.0
" Bán lô đất kiệt ô tô 4m đường Tôn Đản, Đà Nẵng, cách Tôn Đản 20m","Phường Hòa Thọ Tây,  Cẩm Lệ",Bán đất,92,2250.0
" Bán đất đường Trần Minh Tông, Hòa Minh, Liên Chiểu, Đà Nẵng, 5,2 tỷ","Phường Hòa Minh,  Liên Chiểu",Bán đất,105,5200.0
" Bán nhà 5 tầng 15 phòng + tầng hầm, thang máy đường Lê Nổ - Hải Châu - Đà Nẵng","Phường Hòa Cường Nam,  Hải Châu",Bán nhà mặt phố,100,15000.0
 Bán lô đất đường Hồ Trung Lượng - Hòa Xuân - Đà Nẵng,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất,100,4700.0
 Sun Olalani - Siêu phẩm mặt sông Hàn - Đối diện Novotel - lh 0388768585, Sơn Trà,"Bán nhà biệt thự, liền kề",200,
" Bán lô góc 2 mặt tiền Phan Khoang với Nguyễn Công Triều gần Yên Thế Bắc Sơn, Đà Nẵng","Phường Hòa An,  Cẩm Lệ",Bán nhà mặt phố,152,6500.0
" Bán nhà 3 tầng 2 mặt tiền đường 10,5m Lý Nhật Quang, Sơn Trà, Đà Nẵng","Phường Nại Hiên Đông,  Sơn Trà",Bán nhà mặt phố,162,13500.0
 MỞ BÁN QUỸ ĐẤT CUỐI CÙNG G.I.Á R.Ẻ TẠI TÂY BẮC ĐÀ NẴNG., Liên Chiểu,Bán đất nền dự án,100,2500000.0
" Bán nhà cấp 4 đường Ngô Thế Vinh, Hải Châu, Đà Nẵng","Phường Hòa Thuận Tây,  Hải Châu",Bán nhà mặt phố,110,770000.0
 Bán toà căn hộ khách sạn ven biển Đà Nẵng với view biển và núi tuỵệt đẹp,"Phường Mân Thái,  Sơn Trà",Bán nhà mặt phố,91,14000.0
" Hàng Cực Hiếm! Mặt tiền Phạm Cự Lượng, An Hải Bắc, Sơn Trà. DT: 8,5x20m. 4 tầng (5PN). Chỉ 16,3 tỷ","Phường  An Hải Bắc,  Sơn Trà",Bán nhà mặt phố,170,16300.0
" Bán đất chính chủ khu đô thị Nam Việt Á ven sông Hàn, Khuê Mỹ, Ngũ Hành Sơn", Ngũ Hành Sơn,Bán đất nền dự án,95,4300.0
" Lô đất cực đẹp 6x20m, sát đường lớn tại Liên Chiểu, Đà Nẵng","Phường Hòa Hiệp Nam,  Liên Chiểu",Bán đất nền dự án,120,3050.0
" Một căn duy nhất đường Hóa Sơn 10 hướng Đông - cạnh Lotte, cạnh công viên Châu Á. LH: 0911300052","Phường Hòa Cường Nam,  Hải Châu","Bán nhà biệt thự, liền kề",120,17000.0
" Vỡ nợ ngân hàng bán gấp 2 lô dường 7 và đường 5 150m2 hướng đông nam giá 15,7tr/m2 LH 0911300052","Phường Hòa Hiệp Nam,  Liên Chiểu",Bán đất nền dự án,150,
" Bán nhà 3 tầng 2 mặt tiền đường 10,5m Lý Nhật Quang, Sơn Trà, Đà Nẵng","Phường Nại Hiên Đông,  Sơn Trà",Bán nhà mặt phố,162,13500.0
 MỞ BÁN QUỸ ĐẤT CUỐI CÙNG G.I.Á R.Ẻ TẠI TÂY BẮC ĐÀ NẴNG., Liên Chiểu,Bán đất nền dự án,100,2500000.0
" Bán nhà cấp 4 đường Ngô Thế Vinh, Hải Châu, Đà Nẵng","Phường Hòa Thuận Tây,  Hải Châu",Bán nhà mặt phố,110,770000.0
 Bán toà căn hộ khách sạn ven biển Đà Nẵng với view biển và núi tuỵệt đẹp,"Phường Mân Thái,  Sơn Trà",Bán nhà mặt phố,91,14000.0
" Hàng Cực Hiếm! Mặt tiền Phạm Cự Lượng, An Hải Bắc, Sơn Trà. DT: 8,5x20m. 4 tầng (5PN). Chỉ 16,3 tỷ","Phường  An Hải Bắc,  Sơn Trà",Bán nhà mặt phố,170,16300.0
" Bán đất chính chủ khu đô thị Nam Việt Á ven sông Hàn, Khuê Mỹ, Ngũ Hành Sơn", Ngũ Hành Sơn,Bán đất nền dự án,95,4300.0
" Lô đất cực đẹp 6x20m, sát đường lớn tại Liên Chiểu, Đà Nẵng","Phường Hòa Hiệp Nam,  Liên Chiểu",Bán đất nền dự án,120,3050.0
" Một căn duy nhất đường Hóa Sơn 10 hướng Đông - cạnh Lotte, cạnh công viên Châu Á. LH: 0911300052","Phường Hòa Cường Nam,  Hải Châu","Bán nhà biệt thự, liền kề",120,17000.0
" Vỡ nợ ngân hàng bán gấp 2 lô dường 7 và đường 5 150m2 hướng đông nam giá 15,7tr/m2 LH 0911300052","Phường Hòa Hiệp Nam,  Liên Chiểu",Bán đất nền dự án,150,
" Cần tiền bán gấp 1 lô đường 7,5m và 150m2 đường 5,5m giá bán sập hầm 15,7 tr/m2 lh 0911300052","Phường Hòa Hiệp Nam,  Liên Chiểu",Bán đất nền dự án,150,
" Bán căn kề ngã 4 đẹp nhất dự án - thích hợp kinh doanh, mở văn phòng, LH 0911300052","Phường Hòa Hiệp Nam,  Liên Chiểu",Bán đất nền dự án,125,
 Shophouse Infinity - 125m2 căn kề góc - đẹp nhất dự án giá đầu tư,"Phường Hòa Hiệp Nam,  Liên Chiểu",Bán đất nền dự án,125,
" Bán đất đường Sử Hy Nhan, Phường Hòa Khánh Bắc, Quận Liên Chiểu","Phường Hòa Khánh Bắc,  Liên Chiểu",Bán đất,140,2740.0
 Sunneva Island - Tuyệt tác phồn hoa - Hào quang toả sáng - Biệt thự đảo kim cương Euro Village 3,"Phường Hòa Quý,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",300,
" Bán nhà mặt phố đường Văn Tiến Dũng, phường Hòa Xuân, Quận Cẩm Lệ","Phường Hòa Xuân,  Cẩm Lệ",Bán nhà mặt phố,100,4300.0
 Đất Hoà Quý nóng lên từng ngày sinh lợi từng giờ,"Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất,119.3,4200.0
 Bán nhà 3 tầng đường Phạm Tu sát Dương Đình Nghệ - Hướng Tây - Giá 5 tỷ 6,"Phường  An Hải Bắc,  Sơn Trà",Bán nhà mặt phố,56,5600.0
" Chỉ từ... Sở hữu ngay một lô đất đẹp mặt tiền khu dân cư Thị An, Hoà Quý, Ngũ Hành Sơn","Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất,123,2300.0
" Đất biển giá rẻ sụp hầm, chỉ từ. Sở hữu ngay lô đất ở vị trí đắc địa","Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất,100,2950.0
 Lô đất đẹp ở vị trí đắc địa. Chỉ từ 1.86 tỷ sở hữu ngay lô đất 2 mặt tiền đẹp,"Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất,85,1860.0
" Bán đất đường Sử Hy Nhan, Phường Hòa Khánh Bắc, Quận Liên Chiểu","Phường Hòa Khánh Bắc,  Liên Chiểu",Bán đất,140,2740.0
 Sunneva Island - Tuyệt tác phồn hoa - Hào quang toả sáng - Biệt thự đảo kim cương Euro Village 3,"Phường Hòa Quý,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",300,
" Bán nhà mặt phố đường Văn Tiến Dũng, phường Hòa Xuân, Quận Cẩm Lệ","Phường Hòa Xuân,  Cẩm Lệ",Bán nhà mặt phố,100,4300.0
 Đất Hoà Quý nóng lên từng ngày sinh lợi từng giờ,"Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất,119.3,4200.0
 Bán nhà 3 tầng đường Phạm Tu sát Dương Đình Nghệ - Hướng Tây - Giá 5 tỷ 6,"Phường  An Hải Bắc,  Sơn Trà",Bán nhà mặt phố,56,5600.0
" Chỉ từ... Sở hữu ngay một lô đất đẹp mặt tiền khu dân cư Thị An, Hoà Quý, Ngũ Hành Sơn","Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất,123,2300.0
" Đất biển giá rẻ sụp hầm, chỉ từ. Sở hữu ngay lô đất ở vị trí đắc địa","Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất,100,2950.0
 Lô đất đẹp ở vị trí đắc địa. Chỉ từ 1.86 tỷ sở hữu ngay lô đất 2 mặt tiền đẹp,"Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất,85,1860.0
 Đất ven đô đang là thị trường tốt để đầu tư. Chỉ từ - Sở hữu ngay một lô đất đẹp ven đô,"Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất,107.4,2150.0
" Bán lô đất mặt tiền sông Hàn Đà Nẵng, đối diện tòa khách sạn Novotel","Phường Nại Hiên Đông,  Sơn Trà",Bán đất,100,
" Cần bán lô đất biển đường Nguyễn Thức Đường, TĐC Đông Hải, Ngũ Hành Sơn, Đà Nẵng","Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất,90,5200.0
 Bán Đất Mặt Tiền Đường Trần Hưng Đạo Quận Sơn Trà Đà Nẵng Gần Khách Sạn Vinpearl,"Phường Nại Hiên Đông,  Sơn Trà",Bán đất,100,10000.0
" Bán nhà mặt phố đường Hải Sơn, Phường Thanh Bình, Quận Hải Châu","Phường Thanh Bình,  Hải Châu",Bán nhà mặt phố,147.6,10000.0
" Căn Azura 2PN loại duplex 2PN duy nhất đang bán, DT 135m2 giá cực sock 5.7 tỷ LH 0911299338 Ms Linh","Phường  An Hải Bắc,  Sơn Trà",Bán căn hộ chung cư,135,5700.0
 Mở bán siêu phẩm biệt thự đảo Sunneva Island - biệt thự đảo Kim Cương đẳng cấp nhất Đà Nẵng,"Phường Hòa Quý,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",350,
" Nhận booking BT Đảo kim cương độc nhất Đà Nẵng - Sunneva Island, pháp lý lâu dài, 4 mặt giáp sông","Phường Hòa Quý,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",300,
" Sunneva Island Đà Nẵng - Biệt thự đảo kim cương, siêu phẩm của Sun Group, sở hữu lâu dài","Phường Hòa Quý,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",250,35000.0
" Sunneva Island - Khẳng định vị thế chủ nhân, biệt thự Đảo siêu VIP, 4 mặt giáp sông, sở hữu lâu dài","Phường Hòa Quý,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",250,25000.0
" SIÊU PHẨM BIỆT THỰ VIEW SÔNG TẠI ĐẢO KIM CƯƠNG - ĐÀ NẴNG, SỐ LƯỢNG GIỚI HẠN, SỞ HỮU LÂU DÀI", Ngũ Hành Sơn,Bán nhà mặt phố,250,
" Nhà ở cao cấp Hoà Khánh trả trước 650 triệu - cho vay 50% vào ở liền, sổ hồng vĩnh viễn", Liên Chiểu,Bán căn hộ chung cư,72,1300.0
" Nhà ở cao cấp Hoà Khánh trả trước 650 triệu - cho vay 50% vào ở liền, sổ hồng vĩnh viễn", Liên Chiểu,Bán căn hộ chung cư,72,1300.0
" 2 lô liền kề Đông Nam Thanh Lương 17 - Hòa Xuân, Cẩm Lệ","Phường Hòa Xuân,  Cẩm Lệ",Bán đất,200,8000.0
" Bán đất đường Lê Duy Lương, Phường Hòa Phát, Quận Cẩm Lệ","Phường Hòa Phát,  Cẩm Lệ",Bán đất,100,3700.0
 Bán Gấp Hotel 2 mặt tiền ngay biển Ngũ Hành Sơn - Đà Nẵng,"Phường  Khuê Mỹ,  Ngũ Hành Sơn",Bán nhà mặt phố,202,63000.0
" Bán nhà 4 tầng trung tâm thành phố đường ô tô tránh nhau, full nội thất","Phường Thanh Khê Đông,  Thanh Khê",Bán nhà riêng,57,4500.0
 Cần bán lô đất 120m2 đường K20 giá tốt nhất khu Nam Việt Á,"Phường  Khuê Mỹ,  Ngũ Hành Sơn",Bán đất nền dự án,120,5200.0
 Booking ngay Đảo kim cương - khu Biệt thự đẳng cấp bậc nhất Đà Nẵng xứng tầm giới thượng lưu,"Phường Hòa Quý,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",300,
 Biệt thự sân golf Đà Nẵng 2 mặt tiền chỉ 17.5 tỷ - Sổ đỏ có sẵn,"Phường Hòa Hải,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",267,
" Đất Ngũ Hành Sơn giá 2,45 tỷ gần cầu Khuê Đông - Võ Chí Công, Hoà Quý: 0905,993,631","Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất,100,
 Chỉ với 2.65 tỷ để sở hữu lô 137m2 trục thông sạch đẹp tại Dragon, Liên Chiểu,Bán đất nền dự án,137,2650.0
" Bán rẻ đất Hòa Quý, kiệt Mai Đăng Chơn - gần chợ Hoà Quý chỉ 1,6 tỷ","Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất,100,1600.0
" Căn hộ cao cấp Liên Chiểu - view biển Đà Nẵng chỉ 650tr sở hữu sổ hồng vĩnh viển, nhập khẩu ĐN", Liên Chiểu,Bán căn hộ chung cư,76,
" Bán lô đất bê tông ô tô, gần chợ Tuý Loan xã Hoà Phong, Hoà Vang - Đà Nẵng","Xã Hòa Phong,  Hòa Vang",Bán đất,145,1073000.0
 Bán sụp hầm lô 135m2 Dragon chỉ với 2tỷ850 trục thông 13.5m, Liên Chiểu,Bán đất nền dự án,137,2850.0
" Bán nhà mặt phố đường Đỗ Huy Uyển, phường An Hải Bắc, Quận Sơn Trà","Phường  An Hải Bắc,  Sơn Trà",Bán nhà mặt phố,100,9000.0
" Cần bán lô đất biển Tân Trà đường Lý Văn Phức, giá đầu tư","Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất,97.5,3600.0
 Đầu tư chắc thắng với dự án Sunneva Island - KĐT đầu tiên có quản lý vận hành tại Đà Nẵng,"Phường Hòa Quý,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",200,
" Bán nhà mặt phố đường Lê Bá Trinh, Phường Hòa Cường Bắc, Quận Hải Châu","Phường Hòa Cường Bắc,  Hải Châu",Bán nhà mặt phố,97,8800.0
 Hot! Cơ hội đầu tư vào dự án cuối cùng trong trung tâm Tp Đà Nẵng kèm 2 suất ngoại giao,"Phường Hòa Cường Nam,  Hải Châu","Bán shophouse, nhà phố thương mại",120,20000.0
" Vài bước chân ra Đống Đa, 70m2 x 3T tầng, ô tô ngủ trong nhà, chỉ 4.8 tỷ","Phường Thuận Phước,  Hải Châu",Bán nhà riêng,70,4800.0
" Bán nhà đường Lý Thường Kiệt 65m2, ngang 6m, kiệt ô tô chỉ 4.8 tỷ: (0935621182)","Phường Thạch Thang,  Hải Châu",Bán nhà riêng,66,4800.0
" Bán nhà 2 căn ra mặt tiền Nguyễn Đình Tứ, Cẩm Lệ, Đà Nẵng","Phường Hòa An,  Cẩm Lệ",Bán nhà mặt phố,102,2600.0
 Bán cặp đất đường An Thượng 32 - Sát bãi tắm - Liền kề phố Tây,"Phường Mỹ An,  Ngũ Hành Sơn",Bán đất,162,
" Bán nhà 3 tầng đường Nguyễn Hữu Thọ gần Tiểu La giá rẻ đầu tư, phường Hòa Thuận Tây, Q. Hải Châu","Phường Hòa Thuận Tây,  Hải Châu",Bán nhà mặt phố,90,14650.0
" Chủ bán nhà 2 tầng 2 mê đường 7,5m Nguyễn Kim, Hoà Xuân - Hướng Bắc, DT 100m2, giá tốt nhất","Phường Hòa Xuân,  Cẩm Lệ",Bán nhà riêng,100,5190.0
" Phân khu Seaphony - Dự án đất nền duy nhất TP. Đà Nẵng - Giá gốc CĐT chỉ 2,2 tỷ. Lh 0935 348 438","Phường Hòa Hiệp Bắc,  Liên Chiểu",Bán đất nền dự án,100,
 Nhà ở trung tâm thành phố Đà Nẵng với 39m2 ngay đường Hải Phòng lh ngay 0905818579,"Phường Thạch Thang,  Hải Châu",Bán nhà riêng,39,2680.0
 Bán biệt thự sân vườn gần biển Phạm Văn Đồng giá tốt - Toàn Huy Hoàng,"Phường  An Hải Bắc,  Sơn Trà","Bán nhà biệt thự, liền kề",200,18500.0
 Bán đất đường Hoa Phượng 1 diện tích 200m2 hướng Tây - Toàn Huy Hoàng,"Phường An Hải Tây,  Sơn Trà",Bán đất nền dự án,200,
 Bán villa 5 sao đẳng cấp đầu tiên tại Tp Đà Nẵng chỉ cần (10 tỷ) 30%. Sổ hồng sở hữu lâu dài,"Phường Hòa Quý,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",300,
" Bán đất biệt thự Euro Village, đường Hoa Phượng 2, đất 2 mặt tiền, DT 319.6m2, hướng Đông Bắc","Phường An Hải Tây,  Sơn Trà",Bán đất nền dự án,319.6,46342000.0
 Bán căn hộ Alphanam Luxury Apartment Đà Nẵng 2 phòng ngủ diện tích 80m2 - Toàn Huy Hoàng,"Phường Phước Mỹ,  Sơn Trà",Bán căn hộ chung cư,80,4300.0
" Bán biệt thự Phúc Lộc Viên diện tích 150m2, nội thất cơ bản, giá tốt nhất 9.5 tỷ - Toàn Huy Hoàng","Phường  An Hải Bắc,  Sơn Trà","Bán nhà biệt thự, liền kề",150,9500.0
 Chính chủ bán 2 lô liền kề B2.9 khu TĐC Đông Hải,"Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất,200,6300.0
 Bán căn hộ Azura Đà Nẵng diện tích 152m2 tầng cao nội thất đẹp - Toàn Huy Hoàng,"Phường  An Hải Bắc,  Sơn Trà",Bán căn hộ chung cư,152,8400.0
" Những căn biệt thự cuối cùng sở hữu lâu dài của SunGroup tại Ngũ Hành Sơn, Đà Nẵng","Phường Hòa Quý,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",200,32000.0
 Bán chung cư Azura Đà Nẵng tầng thấp diện tích 104m2 - Toàn Huy Hoàng,"Phường  An Hải Bắc,  Sơn Trà",Bán căn hộ chung cư,104,5000.0
" Bán nhà 3 tầng đường quy hoạch Núi Thành, P. Hòa Thuận Đông, Q. Hải Châu","Phường  Hòa Thuận Đông,  Hải Châu",Bán nhà riêng,92.5,7600.0
" Đất sát cạnh sân bay Nước Mặn, đối diện Hyatt Regency, nằm trên trục đường huyết mạch Trường Sa","Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất,939,118000.0
" Bán đất Đinh Nhật Tân, Hòa An, Cẩm Lệ","Phường Hòa An,  Cẩm Lệ",Bán đất,90,2850.0
 Mở bán chính thức dự án biệt thự nghỉ dưỡng Fusion Resort & Villas Đà Nẵng - Mua ngay- 0905 995 636, Ngũ Hành Sơn,"Bán nhà biệt thự, liền kề",371,13900.0
 Bán đất tặng nhà 2 tầng Mỹ An gần cầu Trần Thị Lý,"Phường Mỹ An,  Ngũ Hành Sơn",Bán nhà riêng,100,5850.0
 Siêu dự án Đà Nẵng giá sốc chỉ 25 - 30tr/m2 KH booking ngay: 035 209 2303, Liên Chiểu,Bán đất nền dự án,120,3000000.0
 Đất biển khu vực Phạm Văn Đồng giá bán hợp lý nhất thị trường,"Phường  An Hải Bắc,  Sơn Trà",Bán đất,393,
 Siêu phẩm Đà Nẵng mà giá chỉ 25 tr - 30 tr/m2 có 102 nhà đầu tư LH: 035 209 2303 để booking căn đẹp, Liên Chiểu,Bán đất nền dự án,120,3000000.0
 Đất nền trung tâm Tp. Đà Nẵng - Phân khu Cồn Dầu - giá gốc CĐT. Lh: 0935 348 438,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất nền dự án,100,4300.0
" Nhà cực đẹp! Mặt tiền Man Thiện, Hòa Thuận Tây, Hải Châu. DT 5x20 100m2. 4 tầng (5PN). Chỉ 9,99 tỷ","Phường Hòa Thuận Tây,  Hải Châu",Bán nhà mặt phố,100,9990.0
" Căn hộ Dual Key 2 phòng ngủ, 2 cửa riêng biệt, bồn tắm view biển Mỹ Khê dành cho 2 cặp đôi gia đình", Ngũ Hành Sơn,Bán căn hộ chung cư,63,
" Căn hộ du lịch mặt biển Mỹ Khê, chiết khấu tới 15%, hỗ trợ vay 70%, ân hạn nợ gốc và lãi 18 tháng","Phường Mỹ An,  Ngũ Hành Sơn",Bán condotel,30,2000.0
" DUY NHẤT MỘT CĂN BÁN GIÁ 5 TỶ CHUNG CƯ AZURA, FULL NT VIEW TRỰC DIỆN SÔNG HÀN. NGAY HÔM NAY", Sơn Trà,Bán căn hộ chung cư,104,5000.0
 Bánh nhanh căn hộ HAGL 2 PN giá cực tốt, Thanh Khê,Bán căn hộ chung cư,94,2050.0
 Ra mắt dự án biệt thự vị trí đắc địa phong thủy tài lộc thịnh vượng 4 mặt giáp sông. Hỗ trợ vay 70%,"Phường Hòa Quý,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",200,
 Bán căn hộ Hoàng Anh Gia Lai tầng trung giá đầu tư siêu rẻ chỉ hơn 2 tỷ. Ưu tiên bàn giao nhanh,"Phường Thạc Gián,  Thanh Khê",Bán căn hộ chung cư,94,2050.0
 Cần bán gấp lô đất 100m2 gần trường ĐH FPT Đà Nẵng,"Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất nền dự án,100,
" Bán đất trống đường Tố Hữu DT 83,7m2 gần ngã tư Chu Mạnh Trinh","Phường Khuê Trung,  Cẩm Lệ",Bán đất,83.7,7250.0
 Cần bán Lô đất 125m2 mặt sông Cổ Cò - Giá siêu rẻ, Ngũ Hành Sơn,Bán đất nền dự án,125,2430.0
 Bán lô đất đẹp 2 MT kiệt ô tô 6m Trưng Nữ Vương gần công viên Quận Hải Châu,"Phường Hòa Thuận Tây,  Hải Châu",Bán đất,104,4500.0
 Bán đất kiệt xe máy Lê Trọng Tấn gần ngã tư Tôn Đản,"Phường Hòa Phát,  Cẩm Lệ",Bán đất,100,2200.0
" Bán lô góc 2MT đường Nguyễn Cơ Thạch, sát bãi tắm Sơn Thủy, giá tốt","Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất,182.6,15000.0
" Bán gấp nhà đẹp Thủy Sơn 4, gần bãi tắm Sơn Thủy, Quận Ngũ Hành Sơn, Đà Nẵng","Phường Hòa Hải,  Ngũ Hành Sơn",Bán nhà riêng,125,5600.0
 bán lô đất mặt tiền Tố Hữu - gần trường Đại Học Ngoại Ngữ - TP Đà Nẵng.,"Phường Khuê Trung,  Cẩm Lệ",Bán đất,83.7,7250.0
" Ôi giời ôi, bán đất ven sông Hàn có 1 không có 2 phố Trần Hưng Đạo 200m2","Phường An Hải Đông,  Sơn Trà",Bán đất,200,33000.0
 CĐT Sun Group chính thức ra mắt siêu phẩm Sunneva Island đảo kim cương của Đà Nẵng LH: 0971.996.199,"Phường Hòa Quý,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",150,18000000.0
 Bán đất Thái Văn Lung - Gần Lê Quảng Chí - Hòa Xuân,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất,100,4800.0
" Chính chủ cần bán lô 105 B4 - 7 khu TĐC Hoà Ninh 2 (tuyến đường DT602), giá cực tốt","Xã Hòa Ninh,  Hòa Vang",Bán đất,144,1750.0
" Đất đảo vip - hoà xuân mở rộng. Đường 7,5m sạch đẹp chỉ với 4,3 tỷ. Liên hệ: 0931 332 292","Phường Hòa Xuân,  Cẩm Lệ",Bán đất nền dự án,100,4300.0
" Cần bán căn hộ Hiyori 2PN - full nội thất cao cấp, giá 4 tỷ","Phường An Hải Đông,  Sơn Trà",Bán căn hộ chung cư,66.1,4000.0
 CHÍNH CHỦ BÁN BIỆT THỰ ĐẢO XANH - ĐÀ NẴNG, Hải Châu,"Bán nhà biệt thự, liền kề",330,
" Cần bán nhanh lô đất nền khu tái định cư Hòa Liên 4, Hòa Vang - ĐN. Giá tốt nhất thị trường","Xã Hòa Liên,  Hòa Vang",Bán đất,120,
