Title,Address,Type,Area,Price
 Bán lô đất biển Mỹ Khê đường Võ Nguyên Giáp - vị trí tập trung Khách sạn 5 sao đẹp nhất Đà Nẵng,"Đường Võ Nguyên Giáp, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,1200 m²,Thỏa thuận
 Sunneva Island tinh hoa kiến tạo nên kiệt tác đô thị vàng trên vùng đất Đà Nẵng. HTLS 0% 24 tháng,"Dự án Sunneva Island, Đường Minh Mạng, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",200 m²,Thỏa thuận
 Bán toà nhà văn phòng kết hợp căn hộ trung tâm thành phố đường Phan Châu Trinh - LH: 0904998700,"Đường Phan Châu Trinh, Phường Phước Ninh, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,115 m²,32 tỷ
 Sunneva Island - Đô thị vàng hội tụ ngàn tinh hoa. Phát triển bởi CĐT top 1 thị trường Sun Group,"Dự án Sunneva Island, Đường Minh Mạng, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",200 m²,Thỏa thuận
" Bán ngay lô góc Võ An Ninh vị trí đẹp ngay SVĐ Hòa Xuân, DT lớn hơn 500m2 - giá rẻ đầu tư","Đường Võ An Ninh, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,507 m²,25.5 tỷ
 Dự án Sun Group Hot nhất tại Đà Nẵng - Suneva Island - BDS vị trí đảo Kim Cương trung tâm Đà Nẵng,"Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",240 m²,30 tỷ
 Sunneva Island - nhận booking dự án biệt thự đảo kim cương đáng sống bậc nhất thành phố Đà Nẵng,"Dự án Sunneva Island, Đường Minh Mạng, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",200 m²,Thỏa thuận
 Bán lô đất khu phố Tây An Thượng view công viên phù hợp xây khách sạn. Giá tốt nhất LH: 0904998700,"Đường Lê Lộ, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,162 m²,20.5 tỷ
 Nhận booking dự án siêu phẩm nghỉ dưỡng Sunneva Island được phát triển bởi CĐT top 1 thị trường,"Dự án Sunneva Island, Đường Minh Mạng, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",200 m²,Thỏa thuận
 Bán cặp đất đẹp khu An Thượng đường 7m5 gần biển xây căn hộ khách sạn rất đẹp. Giá TL thoải mái,"Đường An Thượng, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,180 m²,29.5 tỷ
 Dự án Sunneva Island vị trí đắc địa kết nối 3 điểm nổi tiếng trên con đường di sản miền Trung,"Dự án Sunneva Island, Đường Minh Mạng, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",200 m²,Thỏa thuận
" Bán lô đất biệt thự mặt tiền đường Bùi Tá Hán, hướng Đông Nam vị trí đẹp giá tốt nhất: 0904998700","Đường Bùi Tá Hán, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,250 m²,71 triệu/m²
" Sunneva Island - Dự án nằm trên trục du lịch đường sông huyết mạch, có nhà hàng trên sông đẳng cấp","Dự án Sunneva Island, Đường Minh Mạng, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",200 m²,Thỏa thuận
" Bán cặp đất đường Minh Mạng gần bãi tắm Sơn Thủy, DT 250m2, giá cực tốt LH: 0904998700","Đường Minh Mạng, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,250 m²,25 tỷ
 Chính thức mở bán dự án khu đô thị nghỉ dưỡng biệt lập được sông bao quanh giao hòa thiên nhiên,"Dự án Sunneva Island, Đường Minh Mạng, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",200 m²,Thỏa thuận
" Cần bán cặp đất Trần Bạch Đằng nối dài gần Võ Văn Kiệt - DT 207m2, giá cực tốt, LH: 0904998700","Đường Trần Bạch Đằng, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,207 m²,35 tỷ
" Tôi cần bán những lô đất đẹp đường Trần Hưng Đạo nằm ven sông Hàn, Đà Nẵng thuận tiện kinh doanh","Đường Trần Hưng Đạo, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,200 m²,35 tỷ
 Bán nhà riêng 33.5m2 chính chủ tại Đà Nẵng,"Đường Nguyễn Phước Nguyên, Phường An Khê, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà riêng,33.5 m²,2 tỷ
" Chúng tôi cần bán lô đất 4 mặt tiền đường DT lớn Nguyễn Hữu Thọ, TP Đà Nẵng, giá rẻ LH: 0904998700","Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,6190 m²,55 triệu/m²
" Cần bán biệt thự Euro Villa 1, đường Hoa Phượng 1, Sơn Trà, Đà Nẵng. LH: 0393829622","Dự án Euro Village, Đường Hoa Phượng 1, Sơn Trà, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",250 m²,30 tỷ
 Bán căn biệt thự villa khu biển phố Tây An Thượng 2 mặt tiền - phù hợp nghỉ dưỡng định cư,"Đường Mai Thúc Lân, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",183 m²,14.5 tỷ
 Chuyển nhượng nhanh khách sạn An Thượng 30 - Khu phố du lịch An Thượng - Giá đầu tư,"Đường An Thượng 30, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,295.4 m²,60 tỷ
 Cần bán một hoặc cặp đất đường Trần Hưng Đạo đối diện Monarchy - giá rẻ - LH: 0904.998.700,"Đường Trần Hưng Đạo, Phường An Hải Tây, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,200 m²,35 tỷ
 4 lô đất 2MT đường Nghiêm Xuân Yêm và Lê Hữu Khánh - KĐT Nam Việt Á - Đà Nẵng. 0937018683,"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Nghiêm Xuân Yêm, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,432 m²,Thỏa thuận
 Bán đất trục Nguyễn Phước Lan gần cầu Hòa Xuân giá cực tốt khu vực sầm uất kinh doanh. 0904998700,"Đường Nguyễn Phước Lan, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,200 m²,117 triệu/m²
 Sun Olalani khu đô thị đồng bộ đẹp nhất Đà Nẵng - nơi hội tụ tinh hoa giới thượng lưu,"Dự án Sun Olalani , Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",240 m²,Thỏa thuận
" Cần bán ngay căn biệt thự Khuê Mỹ Đông, Đà Nẵng để đi Pháp định cư - có hồ bơi - LH: 0904998700","Đường Khuê Mỹ Đông, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",175 m²,13.9 tỷ
" Chính chủ cần bán cặp đất Phạm Hữu Kính sát sông, giá cực kì tốt LH: 0904998700","Đường Phạm Hữu Kính, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,200 m²,21.5 tỷ
 Chính thức ra mắt siêu phẩm bên sông Hàn - Sun Olalani. Chỉ dành cho 1% chủ nhân vip,"Dự án Sun Olalani , Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",350 m²,Thỏa thuận
" Chúng tôi cần bán lô đất 2 MT Trần Hưng Đạo cực đẹp đối diện Novotel, giá tốt - LH: 0904998700","Đường Trần Hưng Đạo, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,293.7 m²,44.9 tỷ
" Bán tòa nhà KS, Spa KDL biển Mỹ Khê đường Nguyễn Văn Thoại cách biển 200m - Vị trí đẹp giá tốt","Đường Nguyễn Văn Thoại, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,238.4 m²,70 tỷ
" Bán 175m2 đất + nhà C4 (ngang 6m3) khu biển, đường Thủ Khoa Huân, Sơn Trà, Đà Nẵng","Đường Thủ Khoa Huân, Phường An Hải Đông, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,175 m²,8.7 tỷ
 Bán đất trục Nguyễn Phước Lan gần cầu Hòa Xuân giá cực tốt khu vực sầm uất kinh doanh. 0904998700,"Đường Nguyễn Phước Lan, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,100 m²,12.75 tỷ
 Bán lô 2 MT đường Phạm Tuấn Tài & Mỹ Đa Tây 5 - Khu đô thị Nam Việt Á - Đà Nẵng,"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Mỹ Đa Tây 5, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,170.6 m²,10.4 tỷ
" Bán nhà vừa xây xong đường Thanh Lương gần trường học - Hòa Xuân, Đà Nẵng","Đường Thanh Lương 18, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,100 m²,5.79 tỷ
" Bán khách sạn đường Hồ Nghinh - Đà Nẵng, giá siêu tốt đầu tư","Đường Hồ Nghinh, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,100 m²,27.5 tỷ
" Bán nhà 2 tầng đường Nguyễn Văn Thoại, Quận Sơn Trà","Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà riêng,162 m²,12 tỷ
 Chúng tôi cần bán lô đất đường Võ Nguyên Giáp view biển xây khách sạn giá đầu tư. LH: 0904998700,"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,231 m²,220 triệu/m²
" Bán khách sạn 4 sao mặt tiền đường Võ Nguyên Giáp, P. Phước Mỹ, Q. Sơn Trà","Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,600 m²,450 tỷ
" Nhà C4 Thủ Khoa Huân 175m2 ngang 6,28m nở hậu. Giá 8.7 tỷ","Đường Thủ Khoa Huân, Phường An Hải Đông, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,175 m²,8.7 tỷ
 Mở bán siêu phẩm Sunneva Island - Biệt thự đảo Kim Cương - Euro Village 3 Đà Nẵng,"Dự án Sunneva Island, Đường Minh Mạng, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",530 m²,60 tỷ
" Bán tòa nhà 2 MT đường 2/9, Quận Hải Châu, DT 620m2, giá tốt thuận tiện kinh doanh - LH: 0904998700","Đường 2/9, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,620 m²,75 tỷ
" Nhà ngay 2 mặt tiền 2 tầng đối diện công viên quận Sơn Trà đường An Nhơn 9, 10","Đường An Nhơn 10, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà riêng,86 m²,6.8 tỷ
" Sơn Trà 7,5 tỷ, 5mx13m, 3 tầng + tum, mặt tiền Dương Trí Trạch, P. An Hải Bắc","Đường Dương Trí Trạch, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,65 m²,7.5 tỷ
" Bán nhà 3 tầng ngang 5m, mặt tiền đường Cù Chính Lan, Thanh Khê, cách chợ Thanh Khê chỉ 100m","Đường Cù Chính Lan, Phường An Khê, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,75 m²,6.7 tỷ
" Bán nhà 3 tầng MT Hàm Tử ngang 7m có 6PN giá 7,9 tỷ có bớt. LH: 0969343088","Đường Hàm Tử, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,68.6 m²,7.9 tỷ
 Nhà 3 tầng đường Nguyễn Huy Tự 76m2 mới đẹp bán gấp,"Phố Nguyễn Huy Tự, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,76 m²,4.38 tỷ
" Cần bán lô Trần Bạch Đằng phố đi bộ An Thượng phù hợp KD khách sạn nhà hàng, cà phê LH: 0904998700","Đường Trần Bạch Đằng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,180 m²,45 tỷ
" Bán nhà 3 tầng đường Phạm Ngọc Thạch, P. Thuận Phước, Q. Hải Châu","Đường Phạm Ngọc Thạch, Phường Thuận Phước, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,77.5 m²,9.2 tỷ
 Siêu phẩm nhà 162m2 ra đường Nguyễn Văn Thoại,"Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà riêng,162 m²,12 tỷ
" Bán căn nhà 2 tầng đường Lưu Trọng Lư - khu dân cư đông đúc, dân trí cao, gần bờ sông rất mát mẻ","Đường Lưu Trọng Lư, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,72 m²,5.2 tỷ
 Chúng tôi cần bán lô góc đảo vip cực đẹp giá tốt gần sông view công viên - LH: 0904998700,"Đường Mai Chí Thọ, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,263 m²,55 triệu/m²
 Tôi cần bán lô Euro Village 2 giá rẻ nhất thị trường cần bán nhanh trong tuần LH: 0904.998.700,"Dự án Euro Village 2, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,300 m²,70 triệu/m²
 Chủ cần bán lô đất biệt thự view sông Euro Village 2 vị trí cực đẹp giá tốt 7x tr/m2. LH 0904998700,"Dự án Euro Village 2, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,300 m²,80 triệu/m²
 Cập nhật đất biệt thự Euro Village 2 giá chuẩn nhất thị trường LH: 0904.998.700,"Dự án Euro Village 2, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,300 m²,72 triệu/m²
 Độc quyền nhận booking quỹ căn trực diện biển dự án Felicia ngay mặt biển Mỹ Khê,"Dự án Felicia OceanView Apart-Hotel , Đường Võ Nguyên Giáp, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán căn hộ chung cư,60 m²,50 triệu/m²
 Cực sốc: Felicia có gì mà nhiều khách hàng vội vàng Booking dự án ngay khi được tôi tư vấn,"Dự án Felicia OceanView Apart-Hotel , Đường Võ Nguyên Giáp, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán căn hộ chung cư,50 m²,Thỏa thuận
" Căn hộ Felicia vị trí sát khách sạn Mường Thanh, suất nội bộ căn 1PN, full nội thất 5 sao, CK 15%","Dự án Felicia OceanView Apart-Hotel , Đường Võ Nguyên Giáp, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán căn hộ chung cư,42 m²,Thỏa thuận
" Cơ hội cuối cùng sở hữu căn hộ 5 sao mặt biển ngay trung tâm Thủ Phủ du lịch của Đà Nẵng, Felicia","Dự án Felicia OceanView Apart-Hotel , Đường Võ Nguyên Giáp, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán căn hộ chung cư,63 m²,Thỏa thuận
 Felicia Đà Nẵng Độc quyền 10 căn view trực diện biển T20 tầng cao giá tốt nhất thị trường,"Dự án Felicia OceanView Apart-Hotel , Đường Võ Nguyên Giáp, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán căn hộ chung cư,60 m²,Thỏa thuận
" Chỉ thanh toán 15% đến khi nhận nhà, căn hộ full nội thất 5 sao, ngay bãi biển đẹp nhất Đà Nẵng","Dự án Felicia OceanView Apart-Hotel , Đường Võ Nguyên Giáp, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán căn hộ chung cư,63 m²,Thỏa thuận
 Người khác sẽ đố kỵ vì không thể sở hữu được căn nhà này! Bán nhà Shophouse cầu Tiên Sơn,"Đường Xô Viết Nghệ Tĩnh, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng","Loại tin đăng: Bán shophouse, nhà phố thương mại",150 m²,12.5 tỷ
" Bán đất nền không phải xây duy nhất Dragon City Park Đà Nẵng, lô vip giá tốt LH: 0903208269","Dự án Dragon City Park, Liên Chiểu, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,120 m²,Thỏa thuận
 Sunneva Island vị trí trung tâm thành phố Đà Nẵng - sản phẩm hữu hạn,"Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",300 m²,Thỏa thuận
" Tôi chính chủ Đất MT Thích Thiện Chiếu: 
DT 90m2 view núi rất đẹp","Đường Thích Thiện Chiếu, Phường Thọ Quang, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,90 m²,4.1 tỷ
 Chính thức nhận giữ chỗ giai đoạn 2 Dragon Liên Chiểu Đà Nẵng,"Dự án Dragon City Park, Đường Nguyễn Tất Thành, Liên Chiểu, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,100 m²,1.99 tỷ
 Bán căn biệt thự dt khủng đến 234m2 mặt tiền 9m đường Bình Thái - Cẩm Lệ,"Phường Hòa Thọ Tây, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,165 m²,7.2 tỷ
 Chính chủ bán lô 2 mặt tiền Đường Nguyễn Lữ - Mỹ Đa Tây 2 - Nam Việt Á Giai Đoạn 1. LH 0905399856,"Đường Nguyễn Lữ, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,488.9 m²,26.3 tỷ
 Lô Dragon Liên Chiểu giá rẻ 2tỷ7 150m2 mé ngã 3,"Dự án Dragon City Park, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,150 m²,2.7 tỷ
" Tôi chính chủ Đất MT Ngô Thì Hương : Đường 7m5, DT 5 x 20m = 100m2 sát lô góc Hồ Hán Thương","Đường Ngô Thì Hương, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,100 m²,4.3 tỷ
 Mở bán giai đoạn đầu căn hộ The Filmore chiết khấu hấp dẫn lên đến 10%,"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng",Loại tin đăng: Bán căn hộ chung cư,52 m²,4.5 tỷ
" Đất MT Hồ Hán Thương đường 18m. DT 5 x 20m = 100m2 gần sông Hàn, vị trí đẹp","Đường Hồ Hán Thương, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,100 m²,6.6 tỷ
 Bán Đất Trung Tâm Điện Biên Phủ _Thanh Khê .Kiệt 3m Kiệt đẹp -Vị Trí trung tâm Giá 1ty9xx,"Đường Điện Biên Phủ, Phường Chính Gián, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán đất,53 m²,1.95 tỷ
" Bán nhà mặt tiền đường 10m Khuê Trung, Cẩm Lệ. Nhà 3 tầng mới xây, đẹp, giá 5 tỷ xxx","Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,47 m²,5.55 tỷ
" Đất biệt thự mặt tiền: Trần Sâm. DT 10 x 18m = 180m2, giá 41tr/m2 giá tốt","Đường Trần Sâm, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,180 m²,7.4 tỷ
 Bán đất đường Vùng Trung 3 đối diện trường học Quốc Tiến Singapore,"Dự án Phú Mỹ An, Đường Vùng Trung 3, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,150 m²,Thỏa thuận
 Bán nhà 3 tầng tặng đất view sông Hoà Xuân,"Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán nhà riêng,110 m²,Thỏa thuận
" Đường Việt Bắc giá sụp hầm, khu Tân Trà sát biển","Đường Việt Bắc, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,80 m²,4.6 tỷ
" Đất biệt thự Nguyễn Đình Hoàn, Đường 10m5, DT: 10 x 15m, 150m2, vị trí đẹp. Giá tốt","Đường Nguyễn Đình Hoàn, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,150 m²,6.7 tỷ
" Bán nhà kiểu biệt thự đường Nguyễn Công Hoan, gần bến xe trung tâm Đà Nẵng","Đường Nguyễn Công Hoan, Phường Hòa An, Cẩm Lệ, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",245 m²,10 tỷ
" Bán nhà 4 tầng Thi Sách, Hải Châu, full nội thất","Phố Thi Sách, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,60 m²,5.8 tỷ
 Bán nhà 3 tầng kiệt Lê Đình Lý sau lưng nhà mặt tiền,"Kiệt 104 Lê Đình Lý, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà riêng,40 m²,3.65 tỷ
 Bán nhà 3 tầng kiệt Trần Cao Vân full nội thất,"Đường Trần Cao Vân, Phường Tam Thuận, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà riêng,50 m²,3.65 tỷ
 Bán nhà đẹp 3 tầng lệch Triệu Nữ Vương Hải Châu 2 full nội thất,"Kiệt 14, Đường Triệu Nữ Vương, Phường Hải Châu II, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà riêng,57.5 m²,3.75 tỷ
" Bán nhà 3 tầng mặt tiền Bình An 2, Hoà Cường Bắc","Đường Bình An 2, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,60 m²,5.7 tỷ
" Bán nhà 2 tầng kiệt 05 Nguyễn Nghiêm, Thanh Khê","Đường Nguyễn Nghiêm, Phường Hòa Khê, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà riêng,35 m²,2.35 tỷ
" Bán nhà 3 tầng kiệt Tiểu La, Hoà Cường Bắc","Đường Tiểu La, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà riêng,50 m²,4.39 tỷ
 Bán nhà 4 tầng 4 mê kiên cố kiệt Đinh Tiên Hoàng,"Đường Đinh Tiên Hoàng, Phường Thanh Bình, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà riêng,50 m²,4.45 tỷ
 Bán đất 2 mặt tiền đường 7m5 Hoàng Dư Khương Đà Nẵng,"Đường Hoàng Dư Khương, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,100 m²,5.65 tỷ
" Bán nhà 3 tầng 2 mặt kiệt Nguyễn Văn Linh, Hải Châu","Kiệt 90 Nguyễn Văn Linh, Phường Nam Dương, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà riêng,73 m²,4.85 tỷ
 Bán nhà 4 tầng 2 mặt kiệt Trần Cao Vân full nội thất,"Đường Trần Cao Vân, Phường Tam Thuận, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà riêng,50 m²,4.55 tỷ
 Bán nhà 2 tầng kiệt 368 Hoàng Diệu full nội thất,"Đường Hoàng Diệu, Phường Bình Thuận, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà riêng,51 m²,3.15 tỷ
 Bán nhà 2 tầng kiệt 264 Trần Cao Vân full nội thất,"Đường Trần Cao Vân, Phường Tam Thuận, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà riêng,55 m²,2.95 tỷ
" Bán nhà 3,5 tầng mặt tiền Phan Thanh Đà Nẵng","Đường Phan Thanh, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,80 m²,13.5 tỷ
 Bán nhà MT 4 tầng Nguyễn Văn Linh gần Hoàng Diệu,"Đường Nguyễn Văn Linh, Phường Bình Thuận, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,106 m²,32 tỷ
" Định cư sang Mỹ cần bán gấp căn biệt thự MT 3 tầng tuyệt đẹp Phạm Phú Tiết, TP Đà Nẵng","Đường Phạm Phú Tiết, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,195 m²,20 tỷ
 Bán nhà 5 tầng kiệt ô tô 96 Điện Biên Phủ Đà Nẵng,"Đường Điện Biên Phủ, Phường Chính Gián, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà riêng,50 m²,4.6 tỷ
 Bán nhà 3 tầng kiệt Cù Chính Lan full nội thất,"Kiệt 11 Cù Chính Lan, Phường Hòa Khê, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà riêng,50 m²,3.39 tỷ
" Cần bán gấp căn biệt thự mặt tiền 3 tầng tuyệt đẹp Ngô Thế Vinh, TP Đà Nẵng","Đường Ngô Thế Vinh, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,220 m²,16.9 tỷ
 Chính chủ cần bán nhanh lô đất đường Cổ Mân Lan 1. LH: 0905 783 739 Cường,"Đường Cổ Mân Lan 1, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,90 m²,2.58 tỷ
 Bán đất biển Sơn Trà sập hầm 3 lô tổng 324m2. Giá chỉ hơn 60 tỷ,"Đường Hoàng Sa, Phường Mân Thái, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,324 m²,64.8 tỷ
" Chào bán lô góc Thanh Lương 19, DT đất 384m2, đường 7m5, chỉ 2x tỷ","Đường Thanh Lương 19, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,384 m²,Thỏa thuận
 Sunneva Island - Mở bán số lượng biệt thự hữu hạn tại khu đất vàng tiềm năng tăng giá cực tốt,"Dự án Sunneva Island, Đường Minh Mạng, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",200 m²,Thỏa thuận
" Bán nhà cấp 4 tính đất đường Thủ Khoa Huân sát Nguyễn Văn Thoại, ngang 8.25m","Đường Thủ Khoa Huân, Phường An Hải Đông, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,224 m²,15 tỷ
